Var1,Var2,Var3,Var4,Var5,Var6
311,-0.124513711057605,0.491771555398571,1.23949652746683,0.307032429948058,0.146280505754013
313,-0.0805490236049551,0.975211002513209,1.68859805588134,0.0089436406754166,0.527646149212633
314,-0.160054300458721,-0.213881165485721,0.00184187965753164,-0.471864952266292,0.493238449885005
317,-0.0831361228720813,0.405978966394716,0.217577623423871,0.189720231605635,-0.128753314692652
319,0.1171863731858,0.429054809832656,0.120608999666707,0.154551007709885,0.121144014243917
320,0.250550815115675,0.492485826775297,0.0551770875224266,0.222719884737017,-0.0792690593146065
321,0.113398765401032,1.84333112246078,-0.118313608468615,-0.106389348450943,-0.13041305634503
322,-0.116229106803847,1.04086948053187,-0.131209426744812,0.547165922233249,-0.086547351608711
323,0.0451543379973035,1.00125281882361,0.121200061374888,-0.0854313214617692,-0.0458881867934437
324,-0.125768753905992,1.32911428270005,0.56461386112816,-0.0390642794920677,-0.0960712271754889
325,-0.0906568615331327,0.759441753931894,0.274088583965394,-0.502855974561976,0.0415533583087509
326,0.134071655649086,1.11417331933598,0.474444428158828,-0.446362927660759,-0.200202941869681
327,-0.174444492488756,0.0680829880341007,0.0721945121368982,0.0663752264097191,-0.3984347028925
328,-0.094474592674408,0.632739929563211,0.276767042258062,0.270045078169402,-0.53615393719745
329,-0.0727450428970771,0.516214210308632,-0.0322286662293996,0.32868369193226,-0.104010277441534
330,0.0379573080751259,0.724678654249351,0.303876285151773,0.342792479601882,-0.227201057146723
331,-0.120017304145321,0.869267483520682,0.712107885464348,0.458842860808064,0.185617492253885
332,0.327512169875852,0.997262287511235,0.214931949332646,0.318013824492814,0.224805877084847
333,0.0816845942928078,44.991441876886,0.779436605040424,0.318163680411077,0.562976745636303
335,-0.162772543140125,1.62736274024262,1.12221761203863,0.610473875897349,0.326589583531895
336,0.0942811824214978,0.645728029619067,-0.948629922774057,0.494565557097014,-1.0593719225247
337,0.25376257532414,1.04036740458051,0.448013941651128,-0.0379487238147823,0.0445389941598565
339,0.028729133068153,0.937723651083595,44.9897676358814,0.2536411090669,-0.423374293967951
343,0.0122017973033234,0.442915505824416,0.581388207406028,0.407386969071316,-0.22532738245109
344,-0.0413210546678239,0.691335060398539,0.000293214668072393,0.03862139642195,0.399889942708594
345,0.0371229181702976,0.397977313908336,-0.690069708896841,0.865461798282741,-0.821912994183402
347,0.0782866759884277,1.17745170884009,0.344478107888867,0.0973070724791493,-0.693098933435031
349,0.129188775077188,1.71679398221993,1.96840853801047,1.65655820575655,-1.1912089922958
350,-0.050692473510174,0.44205615965145,0.322240547365929,-0.190745302125174,-0.0322449701962824
352,-0.0236129263274168,0.387934267073209,0.093669263496845,-0.0604346744461647,-0.214050003143723
354,0.171679589198112,1.66931174442467,0.304271456857815,-0.0499678734437085,0.502262176622153
355,-0.049142508043448,-0.0272967693431097,0.256498888522266,0.0848305962342582,0.146440208866918
356,0.0811026371507552,0.400613998881716,0.830571390845619,0.239404793131564,-0.201906713143334
357,-0.0290094242762084,0.00111338758661992,0.00135928786938908,0.201236806193855,0.258189996293489
358,0.0867269744714472,0.929839047466129,0.448363861396388,0.362681030028216,0.486583099769763
359,-0.104434119695638,0.312947501405054,0.773254199089354,0.309969414463839,-0.199555670664436
363,0.0741514894362438,0.46195210186216,0.2559638742964,0.423580434618629,-0.425790799500952
366,0.158272537751919,0.351658989191109,0.826999656057828,0.235307434624288,-0.128695739115279
367,-0.0633375623666672,1.06989901600955,1.15973355222388,0.445976866456595,-0.163821249510071
368,-0.197820312227253,1.94087842289162,0.324339743185557,-0.0921624668698034,0.226260175876573
369,-0.042989919352472,-0.0292444592039897,-0.0266434008485785,-0.0532956421455443,-0.194128765339958
372,0.249460445874925,1.40661239813509,0.740876358362436,0.368758998067946,0.162741993899462
373,-0.18682373215782,0.453688516091507,0.26938740374762,0.245905363246134,-0.660279670032927
374,0.0132133176636927,0.948582673175338,0.588887804558028,0.862588305958654,-0.000229617199087538
375,-0.0605582667874736,0.403556931364494,-0.0883323635586913,0.0643892334774424,0.0368425816040992
377,-44.5438775902855,-2.67745521088603e-13,-1.39827482650227e-15,1.66925084460342e-13,1.0173654772136e-13
379,-0.00597916341358029,0.306939228505539,0.246673258447046,0.124406717680675,0.276706560860863
380,-0.0640137609140875,0.26902109625976,0.266551423912911,-0.0308718089479031,-0.145533394736386
381,0.0310914887828987,2.0368478785565,0.491152052232111,0.247309619294978,-0.37726742220137
382,0.187727206886526,0.440434938850994,0.54169755794118,0.40781985080559,0.157293924442505
383,-0.0303866398689885,0.0294948836347598,-0.0857907431289048,0.202045264059257,0.260423089659558
520,0.34044363884757,0.165027163678026,1.46424027954029,-0.617275950899535,0.755083231862697
522,0.0757389383214636,1.67301276174074,0.509894162497901,-0.274385553970434,0.0548910580976386
523,-0.330757964154166,0.436455062370248,-0.0756010652440719,0.776379305083522,0.0852433783222582
526,0.109335637930454,0.533089158809318,0.00264030850038528,-0.159758178106271,0.128489123867504
531,0.0388557476353801,0.422063148124379,0.73698239134014,0.349265543560449,-0.0395438823643408
533,-0.0701689892312513,0.216771219709184,0.546141745009759,0.143385479834377,-0.412312898195331
534,-0.0103132947824108,1.38383370453132,1.11240188839395,-0.319823565707813,-0.821843905473508
535,0.0306487333092873,0.401071369521612,-0.100936007857236,-0.00202453848128311,-0.526690250608461
536,0.0710430758978071,1.12553393426188,0.157929859957232,0.765295346006768,0.619012485953021
537,-0.0479031805854523,0.371533449115268,0.514195081225792,0.513844191953096,0.30143957007314
538,-0.383139300053824,0.810166621089805,0.190288080064384,0.00690077468135677,-0.450346753345119
539,-0.0299887324233515,0.691798223157166,0.856368713847538,0.420476276335907,-0.554812458511122
541,0.151689244388924,1.53429872995993,0.993017999746355,0.269681584332806,-0.649233840608567
542,-0.0887515598397034,0.599855486101599,0.218517091015589,0.330525348500432,0.36308881540456
546,-0.00112491830406996,-0.226537439449776,0.114230416435674,0.114162808819823,-0.0857531583721076
548,-0.0781702459425672,0.564580535478555,0.288870288973345,-0.0756084961201042,0.458385569495148
549,-0.222897253118488,1.08788902567886,0.433066464666493,0.609502408845998,-0.74352813319277
550,-0.04342975005412,0.325562175848445,0.912982533521617,-0.204198174262514,-0.117740539661398
551,-0.093138790368436,0.406724118610941,0.255723650381626,0.157899154558917,0.194136940787994
553,-0.0778741378154059,2.11201338579235,0.464637171871085,-0.325416157177223,0.524884901064483
555,0.0382247655933477,0.48606760260943,0.0645746449998771,0.159323280948682,-0.096079312620715
556,0.154114790029471,1.3997253884274,-0.050197892673978,-0.38980916745098,0.00552621997761818
557,0.0939438381381233,0.543172086950105,0.661743306200416,-0.295991021790855,0.615307447638651
558,0.111680205542011,0.61208321943498,1.24965436605396,0.211719465629074,0.459845833348348
559,0.131028538002633,-0.0578275052726903,-0.0552970056922044,-0.0944395889498564,-0.292499085889183
562,0.0300034637776646,1.64977669840266,-0.0601346522166198,0.544299855048046,-0.111363207766027
563,-0.072542445574465,1.69983242117214,0.87837090361399,-0.1814029645392,-0.202239095374526
564,-0.158747430705572,0.330196080653509,0.220879673184904,-0.114706891923872,0.0353955289190351
565,-0.157357457083767,0.615902331566073,-0.0635208328858084,0.042924894163819,0.113741471936496
566,0.0121874241918657,0.582061102116268,0.247734719577116,-0.0360027212683585,0.419674709625501
568,-0.146232684562751,-0.117866001891247,0.421572390619266,0.0106512785633368,-0.00379959996611541
569,0.180025232789008,0.525172142033103,0.428745978892452,0.316122295295548,-0.0652257234651434
570,-0.0921900273312727,0.137738622133109,-0.131226171833109,0.519463746182305,0.302867295138205
571,0.00801593554752259,0.233023676110767,-0.0337086079528477,-0.134515216719576,0.576133378329895
572,-0.0419276229452588,1.34433601758641,0.0937942747794022,-0.00243478977941787,-0.235956184198873
573,-0.0344006601454172,0.468156468120955,0.160202433758508,0.255018459849823,-0.0655841191588571
574,-0.0361014546384956,0.254300352995307,0.346115153796653,0.315606806914947,-0.126290769205303
575,-0.0584499682282856,0.358858853132901,0.421267603150724,0.263681632638608,-0.064510193308926
576,-0.0518127264803687,0.34508162780028,-0.0735126911273263,0.788342504164816,-0.149018858571127
577,0.0492131023157677,0.349960788875569,0.347460756520882,0.258364842368848,-0.130495924506014
578,-0.166448693230716,0.775932255339017,0.146826671401496,-0.00319072845620522,0.143238394166585
579,0.00605334584565222,0.540131170733653,0.209508328875274,0.312042561407478,0.311882532579936
580,0.21832134138858,1.21105946758826,0.191359775367885,0.592554403346117,0.147819976251035
584,0.116511858590311,0.82896546032228,0.272137479567769,0.156843682428659,-0.0695160723646509
585,-0.0269335364286051,-0.0261582112250587,-0.000794162249096323,0.166314358971159,-0.110350839870974
586,-0.405211804955248,1.46497668676425,0.157517742190237,-0.14677089958794,0.124144553119301
587,-0.0991854895376759,0.885620903067991,1.08617653503467,0.155654190985145,-0.113353758766504
588,-0.064211571454257,0.201498052326401,0.615272756936885,-0.0321025707373669,-0.0689591138203442
589,0.324327073200881,1.50350379741983,0.737169968408823,0.383124208446081,-1.27834758768176
594,-0.0508737600628537,0.0944249760049582,0.184642831837636,0.155509163412354,0.389938575786267
595,0.0730020836459916,2.85807829746697,1.42386280664304,0.577047157527424,0.387433716805922
597,-0.265063853393161,0.738330477126835,0.567082893110595,0.00446207066793004,-0.142425259345533
